PlayerID,Season,Team,Name,Games_Played,Games_Started,Minutes_Played
3113,2017/2018,manchester united,"Romero, Sergio",1,1,90
3114,2017/2018,manchester united,"Shaw, Luke",11,8,788
3115,2017/2018,manchester united,"Tuanzebe, Axel",1,0,1
3116,2013/2014,manchester city,"Tour?, Yaya",35,35,2927
3117,2013/2014,manchester city,"Ag?ero, Sergio",23,20,1539
3118,2013/2014,manchester city,"Dzeko, Edin",31,23,1991
3119,2013/2014,manchester city,"Negredo, ?lvaro",32,21,1725
3120,2013/2014,manchester city,"Nasri, Samir",34,29,2498
3121,2013/2014,manchester city,"Silva, David",27,26,2173
3122,2013/2014,manchester city,Fernandinho,33,29,2608
3123,2013/2014,manchester city,"Kompany, Vincent",28,28,2365
3124,2013/2014,manchester city,"Navas, Jes?s",30,18,1774
3125,2013/2014,manchester city,"Jovetic, Stevan",13,2,360
3126,2013/2014,manchester city,"Demichelis, Mart?n",27,27,2430
3127,2013/2014,manchester city,"Kolarov, Aleksandar",30,21,1970
3128,2013/2014,manchester city,"Milner, James",31,12,1358
3129,2013/2014,manchester city,"Zabaleta, Pablo",35,34,3079
3130,2013/2014,manchester city,"Boyata, Dedryck",1,1,55
3131,2013/2014,manchester city,"Clichy, Gael",20,18,1660
3132,2013/2014,manchester city,"Garc?a, Javi",29,14,1527
3133,2013/2014,manchester city,"Hart, Joe",31,31,2790
3134,2013/2014,manchester city,"Lescott, Joleon",10,8,784
3135,2013/2014,manchester city,"Nastasic, Matija",13,11,1027
3136,2013/2014,manchester city,"Pantilimon, Costel",7,7,630
3137,2013/2014,manchester city,"Richards, Micah",2,2,161
3138,2013/2014,manchester city,"Rodwell, Jack",5,1,109
3139,2014/2015,manchester city,"Ag?ero, Sergio",33,30,2538
3140,2014/2015,manchester city,"Silva, David",32,32,2659
3141,2014/2015,manchester city,"Bony, Wilfried",30,18,1598
3142,2014/2015,manchester city,"Tour?, Yaya",29,27,2355
3143,2014/2015,manchester city,"Lampard, Frank",32,10,989
3144,2014/2015,manchester city,"Jovetic, Stevan",17,9,787
3145,2014/2015,manchester city,"Milner, James",32,18,1742
3146,2014/2015,manchester city,"Dzeko, Edin",22,11,933
3147,2014/2015,manchester city,Fernandinho,33,25,2273
3148,2014/2015,manchester city,Fernando,25,22,1880
3149,2014/2015,manchester city,"Kolarov, Aleksandar",21,16,1486
3150,2014/2015,manchester city,"Nasri, Samir",24,18,1578
3151,2014/2015,manchester city,"Clichy, Gael",23,23,2058
3152,2014/2015,manchester city,"Demichelis, Mart?n",31,28,2559
3153,2014/2015,manchester city,"Sinclair, Scott",11,5,464
3154,2014/2015,manchester city,"Zabaleta, Pablo",29,29,2586
3155,2014/2015,manchester city,"Boyata, Dedryck",2,1,91
3156,2014/2015,manchester city,"Caballero, Willy",2,2,180
3157,2014/2015,manchester city,"Hart, Joe",36,36,3240
3158,2014/2015,manchester city,"Kompany, Vincent",25,23,2033
3159,2014/2015,manchester city,"Mangala, Eliaquim",25,24,2189
3160,2014/2015,manchester city,"Navas, Jes?s",35,23,2248
3161,2014/2015,manchester city,"Pozo, Jos? ?ngel",3,1,137
3162,2014/2015,manchester city,"Sagna, Bacary",9,8,740
3163,2015/2016,manchester city,"Ag?ero, Sergio",30,29,2373
3164,2015/2016,manchester city,"Iheanacho, Kelechi",26,7,751
3165,2015/2016,manchester city,"De Bruyne, Kevin",25,22,2003
3166,2015/2016,manchester city,"Sterling, Raheem",31,23,1925
3167,2015/2016,manchester city,"Tour?, Yaya",32,28,2331
3168,2015/2016,manchester city,"Bony, Wilfried",26,13,1223
3169,2015/2016,manchester city,"Kolarov, Aleksandar",29,25,2281
3170,2015/2016,manchester city,"Delph, Fabian",17,8,753
3171,2015/2016,manchester city,Fernandinho,33,31,2732
3172,2015/2016,manchester city,Fernando,24,17,1713
3173,2015/2016,manchester city,"Kompany, Vincent",14,13,1179
3174,2015/2016,manchester city,"Nasri, Samir",12,4,535
3175,2015/2016,manchester city,"Silva, David",24,22,1800
3176,2015/2016,manchester city,"Otamendi, Nicol?s",30,30,2672
3177,2015/2016,manchester city,"Caballero, Willy",4,3,310
3178,2015/2016,manchester city,"Celina, Bersant",1,0,13
3179,2015/2016,manchester city,"Clichy, Gael",14,12,1088
3180,2015/2016,manchester city,"Demichelis, Mart?n",20,10,1015
3181,2015/2016,manchester city,"Garc?a, Manu",1,0,10
3182,2015/2016,manchester city,"Hart, Joe",35,35,3110
3183,2015/2016,manchester city,"Mangala, Eliaquim",23,23,2010
3184,2015/2016,manchester city,"Navas, Jes?s",34,24,2279
3185,2015/2016,manchester city,"Roberts, Patrick",1,0,4
3186,2015/2016,manchester city,"Sagna, Bacary",28,27,2448
3187,2015/2016,manchester city,"Zabaleta, Pablo",13,12,1062
3188,2016/2017,manchester city,"Ag?ero, Sergio",31,25,2403
3189,2016/2017,manchester city,Gabriel Jesus,10,8,651
3190,2016/2017,manchester city,"Sterling, Raheem",33,29,2515
3191,2016/2017,manchester city,"De Bruyne, Kevin",36,33,2883
3192,2016/2017,manchester city,"San?, Leroy",26,20,1785
3193,2016/2017,manchester city,"Tour?, Yaya",25,22,1947
3194,2016/2017,manchester city,"Iheanacho, Kelechi",20,5,525
3195,2016/2017,manchester city,Nolito,19,9,778
3196,2016/2017,manchester city,"Silva, David",34,31,2766
3197,2016/2017,manchester city,"Gundogan, Ilkay",10,9,709
3198,2016/2017,manchester city,"Kompany, Vincent",11,10,823
3199,2016/2017,manchester city,Fernandinho,32,31,2754
3200,2016/2017,manchester city,"Clichy, Gael",25,24,2125
3201,2016/2017,manchester city,"Delph, Fabian",7,2,220
3202,2016/2017,manchester city,"Kolarov, Aleksandar",29,27,2533
3203,2016/2017,manchester city,"Otamendi, Nicol?s",30,29,2592
3204,2016/2017,manchester city,"Zabaleta, Pablo",20,11,1059
3205,2016/2017,manchester city,"Bravo, Claudio",22,22,1969
3206,2016/2017,manchester city,"Caballero, Willy",17,16,1451
3207,2016/2017,manchester city,Fernando,15,5,560
3208,2016/2017,manchester city,"Garc?a, Aleix",4,1,76
3209,2016/2017,manchester city,"Nasri, Samir",1,0,15
3210,2016/2017,manchester city,"Navas, Jes?s",24,12,1059
3211,2016/2017,manchester city,"Sagna, Bacary",17,14,1345
3212,2016/2017,manchester city,"Stones, John",27,23,2013
3213,2017/2018,manchester city,"Ag?ero, Sergio",25,22,1969
3214,2017/2018,manchester city,"Sterling, Raheem",33,29,2592
3215,2017/2018,manchester city,Gabriel Jesus,29,19,1671
3216,2017/2018,manchester city,"San?, Leroy",32,27,2422
3217,2017/2018,manchester city,"Silva, David",29,28,2435
3218,2017/2018,manchester city,"De Bruyne, Kevin",37,36,3084
3219,2017/2018,manchester city,"Silva, Bernardo",35,15,1520
3220,2017/2018,manchester city,Fernandinho,34,33,2885
3221,2017/2018,manchester city,"Gundogan, Ilkay",30,15,1510
3222,2017/2018,manchester city,"Otamendi, Nicol?s",34,33,2968
3223,2017/2018,manchester city,Danilo,23,13,1341
3224,2017/2018,manchester city,"Delph, Fabian",22,21,1746
3225,2017/2018,manchester city,"Kompany, Vincent",17,17,1396
3226,2017/2018,manchester city,"Bravo, Claudio",3,2,225
3227,2017/2018,manchester city,"D?az, Brahim",5,0,50
3228,2017/2018,manchester city,Ederson Moraes,36,36,3195
3229,2017/2018,manchester city,"Foden, Phil",5,0,45
3230,2017/2018,manchester city,"Laporte, Aymeric",9,9,807
3231,2017/2018,manchester city,"Mangala, Eliaquim",11,6,618
3232,2017/2018,manchester city,"Mendy, Benjamin",7,4,361
3233,2017/2018,manchester city,"Nmecha, Lukas",2,0,14
3234,2017/2018,manchester city,"Stones, John",18,16,1306
3235,2017/2018,manchester city,"Tour?, Yaya",10,1,228
3236,2017/2018,manchester city,"Walker, Kyle",32,32,2787
3237,2017/2018,manchester city,"Zinchenko, Oleksandr",8,6,533
3238,2013/2014,liverpool,"Su?rez, Luis",33,33,2964
3239,2013/2014,liverpool,"Sturridge, Daniel",29,26,2275
3240,2013/2014,liverpool,"Gerrard, Steven",34,33,2900
3241,2013/2014,liverpool,"Sterling, Raheem",33,24,2218
3242,2013/2014,liverpool,"Skrtel, Martin",36,36,3222
3243,2013/2014,liverpool,"Coutinho, Philippe",33,28,2334
3244,2013/2014,liverpool,"Henderson, Jordan",35,35,3128
3245,2013/2014,liverpool,"Agger, Daniel",20,16,1420
3246,2013/2014,liverpool,"Allen, Joe",24,15,1438
3247,2013/2014,liverpool,"Flanagan, Jon",23,23,1898
3248,2013/2014,liverpool,"Moses, Victor",19,6,644
3249,2013/2014,liverpool,"Sakho, Mamadou",18,17,1480
3250,2013/2014,liverpool,"Aspas, Iago",14,5,380
3251,2013/2014,liverpool,"Cissokho, Aly",15,12,1089
3252,2013/2014,liverpool,"Enrique, Jos?",8,6,602
3253,2013/2014,liverpool,"Ibe, Jordan",1,0,14
3254,2013/2014,liverpool,Joao Teixeira,1,0,8
3255,2013/2014,liverpool,"Johnson, Glen",29,29,2522
3256,2013/2014,liverpool,"Kelly, Martin",5,0,107
3257,2013/2014,liverpool,Lucas Leiva,27,20,1872
3258,2013/2014,liverpool,Luis Alberto,9,0,135
3259,2013/2014,liverpool,"Mignolet, Simon",38,38,3420
3260,2013/2014,liverpool,"Smith, Brad",1,0,30
3261,2013/2014,liverpool,"Tour?, Kolo",20,15,1439
3262,2013/2014,liverpool,"Wisdom, Andre",2,1,80
3263,2014/2015,liverpool,"Gerrard, Steven",29,25,2236
3264,2014/2015,liverpool,"Sterling, Raheem",35,34,3050
3265,2014/2015,liverpool,"Henderson, Jordan",37,36,3255
3266,2014/2015,liverpool,"Coutinho, Philippe",35,32,2799
3267,2014/2015,liverpool,"Lallana, Adam",27,23,1789
3268,2014/2015,liverpool,"Sturridge, Daniel",12,7,751
3269,2014/2015,liverpool,"Lambert, Rickie",25,7,824
3270,2014/2015,liverpool,"Markovic, Lazar",19,11,932
3271,2014/2015,liverpool,"Moreno, Alberto",28,26,2262
3272,2014/2015,liverpool,"Allen, Joe",21,16,1471
3273,2014/2015,liverpool,"Balotelli, Mario",16,10,940
3274,2014/2015,liverpool,"Borini, Fabio",12,3,392
3275,2014/2015,liverpool,"Can, Emre",27,23,2065
3276,2014/2015,liverpool,"Johnson, Glen",19,15,1329
3277,2014/2015,liverpool,"Skrtel, Martin",33,33,2970
3278,2014/2015,liverpool,"Enrique, Jos?",4,2,203
3279,2014/2015,liverpool,"Ibe, Jordan",12,7,618
3280,2014/2015,liverpool,"Jones, Brad",3,3,196
3281,2014/2015,liverpool,"Lovren, Dejan",26,22,2036
3282,2014/2015,liverpool,Lucas Leiva,20,16,1313
3283,2014/2015,liverpool,"Manquillo, Javi",10,10,761
3284,2014/2015,liverpool,"Mignolet, Simon",36,35,3224
3285,2014/2015,liverpool,"Sakho, Mamadou",16,15,1418
3286,2014/2015,liverpool,"Sinclair, Jerome",2,0,25
3287,2014/2015,liverpool,"Tour?, Kolo",12,7,710
3288,2015/2016,liverpool,"Firmino, Roberto",31,24,1981
3289,2015/2016,liverpool,"Benteke, Christian",29,14,1518
3290,2015/2016,liverpool,"Coutinho, Philippe",26,24,2003
3291,2015/2016,liverpool,"Sturridge, Daniel",14,11,979
3292,2015/2016,liverpool,"Milner, James",28,28,2414
3293,2015/2016,liverpool,"Origi, Divock",16,7,666
3294,2015/2016,liverpool,"Lallana, Adam",30,23,2110
3295,2015/2016,liverpool,"Allen, Joe",19,8,731
3296,2015/2016,liverpool,"Henderson, Jordan",17,15,1293
3297,2015/2016,liverpool,"Ings, Danny",6,3,340
3298,2015/2016,liverpool,"Can, Emre",30,28,2492
3299,2015/2016,liverpool,"Clyne, Nathaniel",33,33,2970
3300,2015/2016,liverpool,"Ibe, Jordon",27,12,1172
3301,2015/2016,liverpool,"Moreno, Alberto",32,28,2546
3302,2015/2016,liverpool,"Sakho, Mamadou",22,21,1855
3303,2015/2016,liverpool,"Skrtel, Martin",22,21,1886
3304,2015/2016,liverpool,"Tour?, Kolo",14,9,859
3305,2015/2016,liverpool,"Bogdan, Adam",2,2,180
3306,2015/2016,liverpool,"Brannagan, Cameron",3,1,112
3307,2015/2016,liverpool,"Can?s, Sergi",1,0,9
3308,2015/2016,liverpool,"Caulker, Steven",6,1,149
3309,2015/2016,liverpool,"Chirivella, Pedro",1,1,45
3310,2015/2016,liverpool,"Flanagan, Jon",5,5,421
3311,2015/2016,liverpool,"Gomez, Joe",5,5,438
3312,2015/2016,liverpool,"Lovren, Dejan",24,22,1897
3313,2015/2016,liverpool,Lucas Leiva,27,21,1954
3314,2015/2016,liverpool,"Mignolet, Simon",34,34,3060
3315,2015/2016,liverpool,"Ojo, Sheyi",8,5,396
3316,2015/2016,liverpool,"Randall, Connor",3,2,163
3317,2015/2016,liverpool,"Rossiter, Jordan",1,0,14
3318,2015/2016,liverpool,"Smith, Brad",4,3,285
3319,2015/2016,liverpool,"Stewart, Kevin",7,6,564
3320,2015/2016,liverpool,"Teixeira, Joao",1,0,3
3321,2015/2016,liverpool,"Ward, Danny",2,2,180
3322,2016/2017,liverpool,"Coutinho, Philippe",31,28,2244
3323,2016/2017,liverpool,"Man?, Sadio",27,26,2240
3324,2016/2017,liverpool,"Firmino, Roberto",35,34,3068
3325,2016/2017,liverpool,"Lallana, Adam",31,27,2346
3326,2016/2017,liverpool,"Milner, James",36,36,3159
3327,2016/2017,liverpool,"Origi, Divock",34,14,1460
3328,2016/2017,liverpool,"Wijnaldum, Georginio",36,33,2975
3329,2016/2017,liverpool,"Can, Emre",32,26,2368
3330,2016/2017,liverpool,"Sturridge, Daniel",20,7,768
3331,2016/2017,liverpool,"Lovren, Dejan",29,29,2554
3332,2016/2017,liverpool,"Henderson, Jordan",24,24,2118
3333,2016/2017,liverpool,"Matip, Joel",29,27,2456
3334,2016/2017,liverpool,"Alexander-Arnold, Trent",7,2,165
3335,2016/2017,liverpool,"Clyne, Nathaniel",37,37,3324
3336,2016/2017,liverpool,"Ejaria, Ovie",2,0,6
3337,2016/2017,liverpool,"Grujic, Marko",5,0,38
3338,2016/2017,liverpool,"Karius, Loris",10,10,900
3339,2016/2017,liverpool,"Klavan, Ragnar",20,15,1408
3340,2016/2017,liverpool,Lucas Leiva,24,12,1105
3341,2016/2017,liverpool,"Mignolet, Simon",28,28,2520
3342,2016/2017,liverpool,"Moreno, Alberto",12,2,298
3343,2016/2017,liverpool,"Stewart, Kevin",4,0,18
3344,2016/2017,liverpool,"Woodburn, Ben",5,1,82
3345,2017/2018,liverpool,"Salah, Mohamed",36,34,2921
3346,2017/2018,liverpool,"Firmino, Roberto",37,32,2777
3347,2017/2018,liverpool,"Man?, Sadio",29,28,2206
3348,2017/2018,liverpool,"Coutinho, Philippe",14,13,1117
3349,2017/2018,liverpool,"Can, Emre",26,24,2094
3350,2017/2018,liverpool,"Oxlade-Chamberlain, Alex",35,17,1726
3351,2017/2018,liverpool,"Lovren, Dejan",29,24,2125
3352,2017/2018,liverpool,"Sturridge, Daniel",15,7,547
3353,2017/2018,liverpool,"Alexander-Arnold, Trent",19,18,1575
3354,2017/2018,liverpool,"Henderson, Jordan",27,25,2172
3355,2017/2018,liverpool,"Ings, Danny",8,3,265
3356,2017/2018,liverpool,"Klavan, Ragnar",19,16,1449
3357,2017/2018,liverpool,"Matip, Joel",25,22,1995
3358,2017/2018,liverpool,"Robertson, Andy",22,22,1943
3359,2017/2018,liverpool,"Solanke, Dominic",21,5,581
3360,2017/2018,liverpool,"Wijnaldum, Georginio",33,27,2387
3361,2017/2018,liverpool,"Clyne, Nathaniel",3,2,174
3362,2017/2018,liverpool,"Gomez, Joe",23,21,1901
3363,2017/2018,liverpool,"Grujic, Marko",3,0,14
3364,2017/2018,liverpool,"Karius, Loris",19,19,1710
3365,2017/2018,liverpool,"Lallana, Adam",11,1,215
3366,2017/2018,liverpool,"Mignolet, Simon",19,19,1710
3367,2017/2018,liverpool,"Milner, James",32,16,1762
3368,2017/2018,liverpool,"Moreno, Alberto",16,14,1264
3369,2017/2018,liverpool,"Origi, Divock",1,0,9
3370,2017/2018,liverpool,"Van Dijk, Virgil",26,25,2253
3371,2017/2018,liverpool,"Woodburn, Ben",1,0,6
3372,2014/2015,leicester city,"Ulloa, Leonardo",37,29,2407
3373,2014/2015,leicester city,"Cambiasso, Esteban",31,27,2423
3374,2014/2015,leicester city,"Nugent, David",29,16,1704
3375,2014/2015,leicester city,"Vardy, Jamie",34,26,2245
3376,2014/2015,leicester city,"Mahrez, Riyad",30,25,2082
3377,2014/2015,leicester city,"Schlupp, Jeff",32,30,2539
3378,2014/2015,leicester city,"Albrighton, Marc",18,10,1027
3379,2014/2015,leicester city,"King, Andy",24,16,1370
3380,2014/2015,leicester city,"Kramaric, Andrej",13,6,574
3381,2014/2015,leicester city,"Morgan, Wes",37,37,3288
3382,2014/2015,leicester city,"Huth, Robert",15,14,1183
3383,2014/2015,leicester city,"Konchesky, Paul",26,26,2250
3384,2014/2015,leicester city,"Wasilewski, Marcin",25,22,1989
3385,2014/2015,leicester city,"Wood, Chris",7,0,107
3386,2014/2015,leicester city,"De Laet, Ritchie",26,20,1883
3387,2014/2015,leicester city,"Drinkwater, Daniel",23,16,1488
3388,2014/2015,leicester city,"Hamer, Ben",8,8,720
3389,2014/2015,leicester city,"Hammond, Dean",12,9,781
3390,2014/2015,leicester city,"James, Matty",27,20,1890
3391,2014/2015,leicester city,"Knockaert, Anthony",9,3,330
3392,2014/2015,leicester city,"Lawrence, Tom",3,0,51
3393,2014/2015,leicester city,"Moore, Liam",11,10,936
3394,2014/2015,leicester city,"Powell, Nick",3,0,40
3395,2014/2015,leicester city,"Schmeichel, Kasper",24,24,2160
3396,2014/2015,leicester city,"Schwarzer, Mark",6,6,540
3397,2014/2015,leicester city,"Simpson, Danny",15,14,1253
3398,2014/2015,leicester city,"Taylor-Fletcher, Gary",1,0,17
3399,2014/2015,leicester city,"Upson, Matthew",5,5,374
3400,2015/2016,leicester city,"Vardy, Jamie",36,36,3139
3401,2015/2016,leicester city,"Mahrez, Riyad",37,36,3052
3402,2015/2016,leicester city,"Ulloa, Leonardo",29,7,968
3403,2015/2016,leicester city,"Okazaki, Shinji",36,28,2070
3404,2015/2016,leicester city,"Huth, Robert",35,35,3150
3405,2015/2016,leicester city,"Albrighton, Marc",38,34,2765
3406,2015/2016,leicester city,"Drinkwater, Daniel",35,35,3038
3407,2015/2016,leicester city,"King, Andy",25,9,1050
3408,2015/2016,leicester city,"Morgan, Wes",38,38,3420
3409,2015/2016,leicester city,"De Laet, Ritchie",12,7,655
3410,2015/2016,leicester city,"Dyer, Nathan",13,0,231
3411,2015/2016,leicester city,"Kant?, N'Golo",37,33,3019
3412,2015/2016,leicester city,"Schlupp, Jeff",24,14,1383
3413,2015/2016,leicester city,"Amartey, Daniel",5,1,102
3414,2015/2016,leicester city,"Benalouane, Yohan",4,0,65
3415,2015/2016,leicester city,"Dodoo, Joe",1,0,19
3416,2015/2016,leicester city,"Fuchs, Christian",32,30,2710
3417,2015/2016,leicester city,"Gray, Demarai",12,1,177
3418,2015/2016,leicester city,"Inler, Gokhan",5,3,194
3419,2015/2016,leicester city,"Kramaric, Andrej",2,0,22
3420,2015/2016,leicester city,"Schmeichel, Kasper",38,38,3420
3421,2015/2016,leicester city,"Simpson, Danny",30,30,2613
3422,2015/2016,leicester city,"Wasilewski, Marcin",4,3,302
3423,2016/2017,leicester city,"Vardy, Jamie",35,33,2808
3424,2016/2017,leicester city,"Slimani, Islam",23,13,1279
3425,2016/2017,leicester city,"Mahrez, Riyad",36,33,2835
3426,2016/2017,leicester city,"Okazaki, Shinji",30,21,1572
3427,2016/2017,leicester city,"Albrighton, Marc",33,29,2423
3428,2016/2017,leicester city,"Fuchs, Christian",36,35,3103
3429,2016/2017,leicester city,"Huth, Robert",33,33,2929
3430,2016/2017,leicester city,"Musa, Ahmed",21,7,753
3431,2016/2017,leicester city,"Ndidi, Onyinye",17,17,1522
3432,2016/2017,leicester city,"Amartey, Daniel",24,17,1666
3433,2016/2017,leicester city,"Chilwell, Ben",12,7,696
3434,2016/2017,leicester city,"Drinkwater, Daniel",29,27,2467
3435,2016/2017,leicester city,"Gray, Demarai",30,9,1038
3436,2016/2017,leicester city,"King, Andy",23,15,1445
3437,2016/2017,leicester city,"Morgan, Wes",27,27,2430
3438,2016/2017,leicester city,"Ulloa, Leonardo",16,3,435
3439,2016/2017,leicester city,"Benalouane, Yohan",11,11,920
3440,2016/2017,leicester city,"Hern?ndez, Luis",4,3,326
3441,2016/2017,leicester city,"James, Matty",1,0,1
3442,2016/2017,leicester city,"Mendy, Nampalys",4,4,271
3443,2016/2017,leicester city,"Schlupp, Jeff",19,12,1136
3444,2016/2017,leicester city,"Schmeichel, Kasper",30,30,2667
3445,2016/2017,leicester city,"Simpson, Danny",35,34,2990
3446,2016/2017,leicester city,"Wasilewski, Marcin",1,1,90
3447,2016/2017,leicester city,"Zieler, Ron-Robert",9,8,753
3448,2017/2018,leicester city,"Vardy, Jamie",37,37,3255
3449,2017/2018,leicester city,"Mahrez, Riyad",36,34,2960
3450,2017/2018,leicester city,"Okazaki, Shinji",27,17,1328
3451,2017/2018,leicester city,"Gray, Demarai",35,17,1690
3452,2017/2018,leicester city,"Iborra, Vicente",19,17,1415
3453,2017/2018,leicester city,"Iheanacho, Kelechi",21,7,824
3454,2017/2018,leicester city,"King, Andy",22,14,1253
3455,2017/2018,leicester city,"Albrighton, Marc",34,30,2543
3456,2017/2018,leicester city,"Maguire, Harry",38,38,3420
3457,2017/2018,leicester city,"Slimani, Islam",16,3,370
3458,2017/2018,leicester city,"Ulloa, Leonardo",14,2,281
3459,2017/2018,leicester city,"Amartey, Daniel",8,6,488
3460,2017/2018,leicester city,"Barnes, Harvey",3,0,8
3461,2017/2018,leicester city,"Ben Alouane, Yohan",1,1,90
3462,2017/2018,leicester city,"Chilwell, Ben",24,20,1852
3463,2017/2018,leicester city,"Choudhury, Hamza",8,4,376
3464,2017/2018,leicester city,"Diabate, Fousseni",14,5,583
3465,2017/2018,leicester city,"Dragovic, Aleksandar",11,7,767
3466,2017/2018,leicester city,"Fuchs, Christian",25,21,1918
3467,2017/2018,leicester city,"Hamer, Ben",4,3,274
3468,2017/2018,leicester city,"Jakupovic, Eldin",2,2,180
3469,2017/2018,leicester city,"James, Matty",13,11,994
3470,2017/2018,leicester city,"Morgan, Wes",32,32,2818
3471,2017/2018,leicester city,"Ndidi, Onyinye",33,33,2899
3472,2017/2018,leicester city,"Schmeichel, Kasper",33,33,2966
3473,2017/2018,leicester city,"Silva, Adrien",12,9,761
3474,2017/2018,leicester city,"Simpson, Danny",28,27,2313
3475,2017/2018,huddersfield town,"Mounie, Steve",28,21,1858
3476,2017/2018,huddersfield town,"Depoitre, Laurent",33,18,1808
3477,2017/2018,huddersfield town,"Mooy, Aaron",36,34,3071
3478,2017/2018,huddersfield town,"Van la Parra, Rajiv",33,26,2144
3479,2017/2018,huddersfield town,"Ince, Tom",33,27,2454
3480,2017/2018,huddersfield town,"Kachunga, Elias",19,17,1338
3481,2017/2018,huddersfield town,"Lolley, Joe",6,2,219
3482,2017/2018,huddersfield town,"Pritchard, Alex",14,12,1002
3483,2017/2018,huddersfield town,"Billing, Philip",16,8,760
3484,2017/2018,huddersfield town,"Cranie, Martin",3,2,180
3485,2017/2018,huddersfield town,"Hadergjonaj, Florent",23,19,1672
3486,2017/2018,huddersfield town,"Hefele, Michael",2,0,32
3487,2017/2018,huddersfield town,"Hogg, Jonathan",30,29,2406
3488,2017/2018,huddersfield town,"Jorgensen, Mathias",38,38,3420
3489,2017/2018,huddersfield town,"Kongolo, Terence",13,11,1047
3490,2017/2018,huddersfield town,"Lossl, Jonas",38,38,3420
3491,2017/2018,huddersfield town,"Lowe, Chris",23,19,1594
3492,2017/2018,huddersfield town,"Malone, Scott",22,12,1115
3493,2017/2018,huddersfield town,"Palmer, Kasey",4,1,169
3494,2017/2018,huddersfield town,"Quaner, Collin",26,13,1271
3495,2017/2018,huddersfield town,"Sabiri, Abdelhamid",5,2,219
3496,2017/2018,huddersfield town,"Schindler, Christopher",37,37,3266
3497,2017/2018,huddersfield town,"Smith, Tommy",24,21,1908
3498,2017/2018,huddersfield town,"Whitehead, Dean",4,0,68
3499,2017/2018,huddersfield town,"Williams, Danny",20,11,1116
3500,2013/2014,everton,"Lukaku, Romelu",33,29,2602
3501,2013/2014,everton,"Mirallas, Kevin",32,28,2330
3502,2013/2014,everton,"Barkley, Ross",34,25,2286
3503,2013/2014,everton,"Coleman, Seamus",36,36,3229
3504,2013/2014,everton,"Baines, Leighton",32,32,2839
3505,2013/2014,everton,"Jelavic, Nikica",25,21,1696
3506,2013/2014,everton,"Naismith, Steven",31,13,1412
3507,2013/2014,everton,"Anichebe, Victor",25,11,1216
3508,2013/2014,everton,"Barry, Gareth",32,32,2849
3509,2013/2014,everton,"Deulofeu, Gerard",25,9,893
3510,2013/2014,everton,"Osman, Leon",38,27,2172
3511,2013/2014,everton,"Oviedo, Bryan",9,8,718
3512,2013/2014,everton,"Heitinga, John",15,14,1250
3513,2013/2014,everton,"McCarthy, James",34,31,2856
3514,2013/2014,everton,"Pienaar, Steven",23,19,1633
3515,2013/2014,everton,"Alcaraz, Antol?n",6,5,495
3516,2013/2014,everton,"Distin, Sylvain",33,33,2925
3517,2013/2014,everton,"Fellaini, Marouane",19,15,1376
3518,2013/2014,everton,"Garbutt, Luke",1,0,1
3519,2013/2014,everton,"Gibson, Darron",1,0,27
3520,2013/2014,everton,"Hibbert, Tony",1,0,3
3521,2013/2014,everton,"Howard, Tim",37,37,3263
3522,2013/2014,everton,"Jagielka, Phil",26,26,2316
3523,2013/2014,everton,Joel,2,1,156
3524,2013/2014,everton,"Kon?, Arouna",5,0,79
3525,2013/2014,everton,"McGeady, Aiden",16,4,470
3526,2013/2014,everton,"Stones, John",21,15,1368
3527,2013/2014,everton,"Traor?, Lacina",1,0,1
3528,2014/2015,everton,"Lukaku, Romelu",36,32,2875
3529,2014/2015,everton,"Mirallas, Kevin",29,18,1421
3530,2014/2015,everton,"Naismith, Steven",31,22,2056
3531,2014/2015,everton,"Jagielka, Phil",37,37,3285
3532,2014/2015,everton,"Coleman, Seamus",35,34,3065
3533,2014/2015,everton,"Eto'o, Samuel",14,8,782
3534,2014/2015,everton,"Baines, Leighton",31,31,2774
3535,2014/2015,everton,"Barkley, Ross",29,22,1964
3536,2014/2015,everton,"Lennon, Aaron",23,15,1348
3537,2014/2015,everton,"McCarthy, James",28,27,2403
3538,2014/2015,everton,"Osman, Leon",21,13,1274
3539,2014/2015,everton,"Kon?, Arouna",12,7,602
3540,2014/2015,everton,"McGeady, Aiden",16,10,886
3541,2014/2015,everton,"Stones, John",23,23,2044
3542,2014/2015,everton,"Alcaraz, Antol?n",8,6,527
3543,2014/2015,everton,"Atsu, Christian",5,1,110
3544,2014/2015,everton,"Barry, Gareth",33,33,2827
3545,2014/2015,everton,"Besic, Muhamed",23,15,1284
3546,2014/2015,everton,"Browning, Tyias",2,0,29
3547,2014/2015,everton,"Distin, Sylvain",13,12,1080
3548,2014/2015,everton,"Galloway, Brendon",2,2,174
3549,2014/2015,everton,"Garbutt, Luke",4,3,286
3550,2014/2015,everton,"Gibson, Darron",9,3,411
3551,2014/2015,everton,"Hibbert, Tony",4,4,331
3552,2014/2015,everton,"Howard, Tim",32,32,2835
3553,2014/2015,everton,Joel,7,6,585
3554,2014/2015,everton,"Oviedo, Bryan",6,2,318
3555,2014/2015,everton,"Pienaar, Steven",9,3,314
3556,2015/2016,everton,"Lukaku, Romelu",37,36,3174
3557,2015/2016,everton,"Barkley, Ross",38,36,3085
3558,2015/2016,everton,"Kon?, Arouna",25,16,1458
